financial_ratio_1,financial_ratio_2,financial_ratio_3,financial_ratio_4,financial_ratio_5,financial_ratio_6,synthetic_class
-1.7775721672124787,-2.6028637379460626,2.5623849599229773,-2.691436190149385,-0.3154981726435135,0.44939984998297855,1
1.0922558078544047,-1.4749617449456425,1.7395969249168026,1.7731028532404485,-1.5246109389172227,2.0752633081656735,2
0.674054493004224,-0.27309389532412176,2.0565495005393157,4.0178036970720195,1.1882939396306553,2.903153195818647,2
-3.3427488317414538,-0.13615988403121526,0.6613513847785211,-2.3018470792656287,-0.9050362902392997,-0.21291825806151032,1
-0.7708144557175138,-1.6705835245723577,2.914219803318417,0.8947437983116476,0.7044318121634099,2.0266359803429794,2
-3.5738347022159003,-1.2004743263759101,2.2123809322960097,0.41714602134909007,1.7883888476655123,3.455697819534545,1
-0.025286516988192842,-4.2824486127142976,2.582817531243862,-1.5033640223451261,-1.3541777557561137,2.843486532355621,1
0.761502056053623,-4.207984457402411,2.4856289608012463,-3.605267129296683,0.7748557230186064,-0.12286747742950799,0
3.8018438280456106,-7.885340352461655,3.642262702636405,-2.397840227022822,1.0778577068175945,3.436679154285504,0
3.1107003338192873,-3.080031794946549,1.586715786584395,0.7027086529468496,-0.04461053211332316,1.7838464060293027,2
2.3608759960000327,-4.8241461755113395,2.1221830680886127,-1.8479654344194398,1.3368942684446967,1.7279874028812847,0
-0.9779657603896297,-3.427779427092408,2.565263834505502,-0.6519170134390184,-0.10257824982311796,3.2824251961738122,1
1.7677154803355486,-1.4679306403112429,1.2279895090994,2.60604147952506,0.3812891594991639,2.81187466328141,2
-1.7279407607575048,-2.485026185595123,1.8977647576067689,-1.066768126199643,0.4072784825902199,2.4844736755429073,1
3.7137751676433357,-1.4596215325650823,1.2019831117608186,1.8990284844513483,-0.9731496203748715,0.5371622974808457,2
-2.534634925821153,-2.542051285201544,3.1577417405933454,-2.3574473126885613,2.011777477889627,0.9060963803957779,1
-0.5675159748620817,-2.9796731626881914,0.040267577971480284,-0.6017535049764247,0.6277615543663853,4.092535366467183,1
-3.7889438796886754,-0.25606245830853647,2.4911389669766146,-1.5718068581859443,-1.4848735739033312,-0.13904491806237007,1
1.9102422320570187,-4.232806392569003,1.9731182280667707,-1.8198912883835565,1.0275563401838763,1.345862551869964,0
-1.8410087234896935,-2.8146797426852763,3.367238706526945,-1.5583696985321562,-0.24363186445316548,1.5066305964621014,1
1.2481994510478542,-0.8884771915636527,2.315811675237985,3.5923142251754197,-1.7513224219522985,2.7116597111732066,2
3.534421884633691,-2.6190408284821247,0.9392096314767944,0.8914308982761039,1.9316063786185256,1.4351101614146387,2
2.364733084414824,-5.652941074498357,2.384270301797802,-1.745603367213799,-0.46915145389686086,2.8676031764226595,0
1.793400696970527,-2.023593297592906,2.1304782251841896,1.4497728591381405,2.18496335670807,1.7111832131950957,2
2.677514325143355,-3.0884659491877215,1.806567392607849,0.6778264887305117,-0.37706528119046917,1.952617390947513,2
1.572209134990104,-2.5500538944916475,1.0076368770697073,-1.2550131862166773,0.32261360450729515,0.43464258457884397,0
2.195892959147967,-5.877756040130745,3.231508542889074,-3.5521851904492427,0.297982278877388,0.755180107864426,0
2.2844833017637205,-6.061368386547573,2.7464422597364013,-2.745771856488887,-0.3448830757069813,2.1750828456560134,0
2.113872841764994,-5.4718915604225264,2.5021130300372225,-2.3768600657112557,1.36043069436625,2.0205601303691196,0
-0.9654746783906663,-2.9702834368599005,2.0827828736066287,-1.94518894509212,-0.07015342305147602,1.5093173220342346,1
-1.3497792237080517,-3.2474523639496145,2.1310395551391172,-1.665196997933724,0.2543210130160416,2.4856771134814775,1
3.094641385088166,-3.9197294794466018,2.2935091379367196,0.43386712167716057,0.2532748995777912,2.2416790323591025,2
1.797430008057277,-1.1991854926818024,1.4338141487561193,1.224162732623888,0.5352525888312218,0.7328777610891679,2
1.889942587583258,-5.445287949447605,3.1380849044231365,-2.421562957640795,0.6743966906961048,1.67072421293473,0
-1.6662844262221421,-2.4751554855639357,2.183222416980456,-1.6290344087011395,1.7352681137216812,1.6076233353202216,1
1.6392973468952807,-0.9556032085714765,1.9803560599725425,2.6057655241036546,1.951980501137498,1.6494264490213597,2
1.5887093217536263,-5.299032448583756,2.3358322442498713,-2.057912570265605,1.0931443880491047,2.6387072553597135,0
-0.7685223595228429,-3.2633371688220385,2.2084941108883243,-1.6842103392109136,0.34046471656934424,1.9866816247100223,1
1.1218971579042303,-4.037619456490067,1.4860487574079015,-1.8278179836943251,-0.4810433231342216,1.9931860072947494,0
0.46746844603853455,-2.0309496726477723,0.9929881722085123,-1.630903247719263,-1.064953234816167,0.1251524238484636,0
0.6531582128095317,-0.10161563526225315,1.3953456446899843,1.887855969588042,0.9380161546455634,0.7726054651637317,2
0.5577003323775658,-2.7106487009577562,1.638979289856378,-2.3387648333411653,-1.586644718044449,-0.17482664059931086,0
-1.7909314193309414,-2.013404724366505,1.210502820276702,-2.2971384796836207,0.6131665824256125,0.9582205005126252,1
-0.9570770686716599,-2.297587445994719,0.4579554417660179,-2.641503180723957,-1.022028306056292,0.86402248535993,1
-0.10569048898974875,-2.2406764678843243,0.6743875623471032,-2.3329578957756603,-0.23197540836245004,0.31671254700992346,0
-1.5774126501540882,-2.8354662350314106,2.124136087807436,-1.6185888409372917,-0.6156848200689928,2.1164666068382254,1
-0.018409882920274567,-1.4669152401537011,0.9951905299279198,-2.1499662327002476,-0.11120418944105426,-0.8965184263716532,0
1.549800999975156,-1.8643360970764766,1.7580942773722685,1.3896890657423442,-0.5959373989923704,1.8549307635844925,2
0.23727986411063462,-0.6883681538208377,1.8088233255720403,2.0766347522277964,-1.4013250385266176,1.874779250740322,2
1.937899684790845,-1.6534625168758985,2.1817083342398913,2.5629437485635864,1.0096979572803462,2.252181784396133,2
3.0106362799044932,-5.5965260134520545,0.9549365504949063,-0.5739386324052071,1.0270749719011316,4.555359368271568,0
1.5760557107496602,-4.205973597078934,1.6514893149007437,-1.4736121686348038,0.9248161407100781,2.165953059936223,0
3.4817767334942635,-2.4673121443541097,1.7836757098633584,0.6481635076993744,-1.106999130707747,0.40933403012521885,2
-0.8880855005993908,0.2109763188281123,1.2778661806511973,1.9947160008474862,-0.435791294361171,1.7034347313410205,2
1.0845536328409064,-1.8789166819494663,1.5245227325260444,1.391016880703961,0.019941344408706523,2.3960387850925207,2
0.6404543700435206,-1.372325394732032,2.6618643341785955,2.526625126122175,-0.5161676298466178,2.4747403691974155,2
1.6335989458631563,-1.3888362974773263,1.6786075972019958,0.6842819725910976,-1.80285486289307,0.37338899350301946,2
