input_1,input_2,input_3,input_4,outcome_1,outcome_2,outcome_3
1.2290065355506958,0.8593692208774498,0.8682331788125925,0.9040012527978194,1.2589913823066579,1.4765565565561922,1.1141530171965754
1.5256871824847456,1.094048329313803,0.5029416797133718,-0.33420510406731463,1.4606599742246968,1.5026190206441774,0.4714678991199449
1.317326282028913,1.6712501198357002,-0.2572761035292829,-1.0692720216063392,2.0498874085474856,0.5959954287879898,-0.03060991131291327
0.5094601199740414,0.08867222784070877,-0.4062912895748877,-1.0619695869580767,0.556275481457467,-0.21338185212170138,-0.4827605027833713
0.6951078592123782,0.7185998445445748,0.5322137066771049,0.06624764406061923,0.3081949508894108,0.7354668712505805,0.9438101595169504
0.5465647387354149,0.9394576091268214,0.024966796501268568,-0.27674071260441274,1.1231484247800014,0.02400248137561886,-0.4820254223402396
1.216338922833871,1.691806842653691,-0.16848616813741019,-0.4183114285966645,1.9956922732227014,0.8445269138586791,0.18027116209046104
-0.633754049000361,-1.587613059759958,-1.0618558600393075,-0.10939775131117449,-0.8447754667113967,-0.46294253006966685,-0.3387422453832446
0.9242626899381392,0.08418014000526244,-0.5126739769376016,-0.42701821312691446,0.4459815740858306,-0.4695088699905017,0.14679929541454773
-1.1821562131470194,-0.7661287851864532,0.5042622811279707,1.3027620378439109,-0.991073895332656,0.11740432352452293,1.9403188023091504
1.876592580406606,0.7405697247525653,0.08978004270558823,-0.3090124140914905,1.708637308832124,1.6783862618774101,0.02336214764215
0.4747499940055628,0.3890499416962559,0.09698012492575896,0.2801062820647262,0.2533303376153826,0.2705739881484154,-0.24474143719013164
0.5961519542755565,0.6943602617044893,1.2020663477232343,1.1477272539340715,0.9039383488493578,0.7129883409416529,1.4521555993374586
0.5603376426082658,0.6682396152794363,0.07278660041257129,-0.21945406322858085,0.7533356781836603,0.1593355321653611,0.42634067746973664
-0.4994021130114138,-0.3042798432456641,-0.33214159971622054,-0.0048308711128639825,-0.5152020141445895,-0.4243815151373206,-0.424323957228976
-1.3703231407635974,-1.3633350422685062,-0.39590791281815935,-0.19365987805867496,-0.31068485337303275,-0.9626484399356054,-0.1643807588681841
-0.869199899226382,-1.4202197466975224,-0.3769061747863406,0.5976974797081993,-0.5596717774290844,-0.7743567770501625,-0.025785023043446736
-0.19025739783124423,0.1383527265653228,1.763198688337586,2.1475912188466477,0.1610183778131294,1.2980534866237534,2.743602697757691
-1.0216980429245508,-0.3243751529800527,-1.701009534529704,-0.5673662054927456,-0.6956955539356897,-1.0379132987554929,-0.8965647737853114
-0.8108453663916693,-0.6016479033822856,-0.8082982057354189,-0.49744612159337265,-1.1804326012857937,-1.3756465694798887,-0.7686956924129174
-0.8998189578004399,-0.8319735185405197,-1.22663512540759,-0.747614402738421,-0.9160757277125057,-1.5117501976008438,-1.4137054726536675
-1.175269472697316,-0.3713173253478248,-0.4919843080133766,0.3316481381355314,-0.3411627463496152,-0.09841056404290424,-0.4376061926690037
-0.1354702613442829,0.05773153195089864,-0.27607237636135257,-0.1606892094535879,-0.23111544922367655,-0.6748934036320555,-1.1258344411165098
0.2059575450353215,0.6359319959132281,-0.03761668247075182,-0.633639775991957,0.9075175360332222,0.5963835846843304,-0.14301921340387072
-1.131572017917671,-0.8395405840995568,-1.022469231473796,-0.29787754416904627,-0.6813637179693618,-1.3376695947000357,-0.8859899509075841
-0.3765397488658192,-0.43830835144684555,-0.2181495784221114,-0.15648810016318895,0.1594856540665497,-0.2425978285007166,-0.4104226186935475
0.7036896574336884,0.41172941020736786,0.11411923983781615,0.17868073297493478,-0.07586505607950267,0.2658756652640885,0.22251972328263203
