predictor_1,predictor_2,predictor_3,predictor_4,predictor_5,predictor_6,synthetic_class
-2.7615375798603576,0.6181166718819955,-1.3169900610034586,-0.31362876103917636,-3.135275587045503,-0.24757294782008143,0
-0.17674540236970993,-1.3539589955970914,-0.9495522965665275,-0.07360087901884871,-3.9564461754087015,2.470251548576241,0
-4.700330568062972,0.6978232255702511,-0.7646714283319848,-0.8010766316554854,-2.9631579015957694,-0.14929138022864574,0
0.26316879037054663,0.3578812164060789,0.8048110485893768,-1.079055316230409,-1.2195015942407437,0.935128863136816,0
1.559239253731477,-2.1851464153336626,0.6565659700780507,-1.173012650844472,-1.101797428421162,0.003694445850589645,0
-1.5998985857808603,-1.3599233940695656,0.4450248659396029,0.6828235538903319,1.0257016616797785,1.9077883219048828,1
-1.2882883448299465,0.5106618650142134,2.32976742459754,-1.7614255763144218,-0.28683706903137884,2.2355804368889247,0
-2.5579247112989973,-0.5679658988841637,1.9314080549406842,-0.9202258023237595,0.7064909276622005,2.1733737047077044,1
0.8565185781407356,2.240598354925833,-2.1892684938385,1.3846124765563728,-3.197204257137148,1.902629415089602,0
0.8395155309322222,-0.19108597068749658,1.9240753557032373,-1.258111070101604,0.6641628524524841,1.0577384501557237,1
-1.487948569224542,0.41403461614949616,0.6320216677553597,-1.1063428471397896,-1.604128002368987,0.9857618517958269,0
-1.4638867613687583,-0.18935208129594047,1.919654048250797,-1.5975178423786707,-0.6269700427257681,1.987094840150173,0
2.0804304449672397,0.16083466590251777,4.065078875421364,-3.612663119238702,0.6282829776067478,0.5790955025267962,0
1.1170187907804454,-1.7391024990869386,0.20330980646951202,1.1672746698881087,1.0135459778124696,2.436552814085305,1
1.2459976361117688,-0.10016100934215928,1.6789411758216177,-1.7024670525957535,-1.0887453968283392,1.4684011508476582,0
-1.6225458469182072,-0.20298932738494282,0.6650746419411627,-1.1286427013523634,-1.5556157382670164,0.9598140052892861,0
-0.974160400613009,0.10630027633081857,1.2436021743462713,-0.3826265188207738,0.273500600838652,2.2023052426583885,1
-1.887132619774718,0.38112695888364884,0.5973847322481324,0.3268182539497362,0.39001461077933675,2.2297766639476038,1
-0.8850551434533125,-0.558501304374233,2.1106523999055513,-1.5719316965780261,-0.43297985802257233,2.313454853629887,0
1.3112030321593466,-0.4477007966361882,-1.023541150420087,1.074445779143463,-2.540140121097825,3.476079050600979,0
1.9047423609145604,0.2902487051871104,1.181135390066732,-0.7339193584313438,0.42582044991488277,0.6525339531053006,0
-3.330469375222245,2.5831494955263783,1.1114143254783717,-1.2801307178181187,-1.408752123775931,1.7222538813143786,0
