indicator_1,indicator_2,indicator_3,indicator_4,indicator_5
126.26473360092754,49.67726521587263,9.6609254866448,1.4679363164584798,328.1378334406936
84.72789177424912,36.39969981157005,6.471955538579335,1.1083069358941398,269.10283333093065
121.60014303310683,49.72379995358607,7.626348101862862,0.5231427623562463,343.1942539618558
100.3376912515501,39.47251326092957,5.000694113369644,0.7172647491927986,329.9595552552253
108.09889162792562,44.97511785504189,9.07446712373671,3.2103069675815012,310.9422783561572
114.62435796602158,45.46391204655943,14.00920544551149,3.9388574720025087,298.9980185873067
111.92886652199357,45.75900045360436,14.430872983303303,4.080333488246453,291.4178613600853
82.30677924885269,30.111524863883172,0.7826340926779158,0.4103330121711315,295.53872450190624
113.69295091536517,44.975143871025914,12.400931639552418,2.680342973276989,302.2397935084178
79.76938391922127,35.51729917490232,11.417033783849938,4.485876658657752,240.10252430891677
119.45814483372546,48.42020576986683,8.233342676389105,1.0762654128228117,338.40745710009134
74.10359052084019,33.74697839282114,6.176129339069721,1.8705586031409218,283.5017701867405
122.39750725449979,50.738997654691595,10.850768721532178,1.9277418777758748,320.1263131851161
74.46562757201771,29.001148873624416,4.543788268252843,1.0934275391953996,271.2274364157878
59.27567225479761,22.4493769551339,5.161672323243418,1.3749479417631583,254.86350886802876
108.22783010919763,44.734806802555596,5.891702635805957,0.6881022415014408,331.18868302640874
125.17204855160394,43.770986780363316,10.798758276797898,2.1569538009405003,314.8310450203052
104.52088914615436,47.42553123285116,11.888421002958868,3.7631642864515062,296.1574896344139
102.86998269154911,39.17473137959677,6.972775345850655,1.73799517527189,319.06249107936037
107.02082240866903,43.218965280842795,17.45836751153731,5.43737278041243,266.2103226929813
65.37564158826972,26.114275919899548,6.730370764057667,3.078883965025071,240.97399204186382
93.75661949654516,39.025589074413766,11.301709734214565,2.3871636948227413,284.24430517074876
137.41084220449028,51.536662485490936,6.948713202650286,0.1762422727712869,369.2038000817318
87.08880156050786,40.31774540874047,12.85156028980899,4.212332182595507,253.25838584892114
66.60206262779487,20.779759960433793,-2.074378047024892,-0.5492564149977746,261.9036146393398
94.90446979883009,39.51333106963584,12.769030192969968,3.2884582842889545,279.99145175449866
96.72377883814792,36.5150428409487,1.509027891342507,0.07261293305869598,335.338858599821
65.16852980266529,30.088012353648562,15.50473226090088,5.874018360747547,209.68426052309087
89.63774460071295,40.32595429165357,7.75703430872632,2.563103949445515,282.49048490660346
73.49351480102438,29.967601843738763,8.29205992568321,3.287666152620063,244.52261454263697
82.89326526124742,34.0808414561848,12.40685426316069,4.55020158226184,238.079170817879
89.27245395625691,39.64038028457296,14.746514189918699,3.2110973799897207,270.73842401160505
111.1431419809506,44.94946613315453,10.682861496973139,2.4203942076022784,290.3162718032972
90.3573287547991,36.00697683719063,3.984790559421972,0.8500582605465514,296.4328487017523
75.47962187732114,32.1243014626819,8.92639803727481,3.557357962027245,232.6521162305971
120.89920135985355,51.09807194739461,14.104328743944272,4.492775250139395,290.042507992815
107.24665911750263,41.39667944517263,2.2699133069799107,-0.5263024398971985,338.0897389715946
119.71554217911543,52.707148112202646,14.608974020970397,3.7606956411162282,308.52180836830587
98.98307788383106,41.369778584480414,5.879428024989779,2.286923112745129,311.80397866669404
71.46092670788858,28.09729972729251,0.3920810271721349,0.16164888036168934,291.4301258723417
120.24589414592505,46.524415628218456,12.834503464152178,2.949307376800457,303.11955925000444
73.44230127266889,26.57782214435589,7.230136976266824,3.1857064068483854,241.97543888539508
77.48022828330261,34.40312322932159,4.337328892873278,1.3533561061651969,273.3104655011076
110.51533450550693,45.187502769466285,3.524186369623335,0.48268404073309634,333.61914270728107
98.08666784947448,39.417128868390094,4.672086967546121,0.6257830264906852,315.0049706076114
92.83876112721728,41.8891327390073,11.423034858251093,3.474464411304474,272.2190156936169
99.37528578675611,40.76913442612994,11.986878691417798,2.9623054518463685,296.17577956103685
80.91648848877551,33.1260269080544,7.654464056272076,3.2576164918439465,258.3015382946765
82.61332449924248,38.45246472642001,16.52614219564571,4.731825435798118,245.95710809141542
101.8562809788001,43.63232612645749,8.984263530389981,1.979719777210259,304.49930094599245
83.99920244657226,29.688956917801647,6.648705168157987,1.9234455391754695,287.2881866470658
91.82361052496648,33.91818767051524,-0.06335471637114232,-0.5212150927258814,307.5770094744604
121.1244832062199,52.518565463679444,11.62884609287346,3.4420385100263338,335.4656389557176
91.44841959160891,34.59560706150924,10.948202947575126,3.417918101724317,259.07807064482813
