feature_1,feature_2,feature_3,feature_4,synthetic_group,kmeans_cluster,ward_cluster
3.423004683717551,0.5682198058631706,-2.8260169771517534,1.5931990087142633,2,1,2
-0.4136483440328283,3.860035722958624,0.5833650140995263,-2.5248928476911767,1,2,0
-2.464473003664358,-2.922149700547763,-0.47831322775093965,0.8082308397770922,0,0,1
1.514074803856832,-0.41055119726472694,-1.9035133116595055,2.4481586014582817,2,1,2
-0.8912269549235382,3.188051619946374,1.3686852386477426,-2.241062325668606,1,2,0
2.86085514045757,0.4367247824996014,-2.7158812934760217,1.9489561085769034,2,1,2
-0.8433075030938612,1.9781984251932938,1.3429383980081888,-0.93238822534968,1,2,0
-3.0379275833131754,-2.2491387756242984,0.061000481063688924,0.6321733748000592,0,0,1
-0.4169941229203012,2.399374180159425,1.8872872074153801,-1.4063095028324801,1,2,0
-1.7245369961688526,-1.0461243884139189,1.1981515711368655,0.41373955767408904,0,0,1
0.9795140553176954,3.6783724521164776,1.6429355159254577,-1.573884311245104,1,2,0
0.12539908849490072,1.9430164244169874,2.4027288104153666,-1.7302698391005853,1,2,0
-1.0843711136372043,3.6256901295284156,1.4685684092686175,-3.3656903893874897,1,2,0
-2.896463288623312,-1.889835850952048,0.5508266540866398,1.2650665046160037,0,0,1
2.7282530230298767,-0.5513591218568435,-1.953976601400715,2.062462825441925,2,1,2
0.03784497019026897,1.2819366753210701,0.7373991995487611,-3.0960146728491464,1,2,0
2.6046634563141424,-0.5260061920012817,-1.204980753103523,0.8249421881992886,2,1,2
2.6523472670087935,-0.3415072170565327,-0.942022166305724,1.9428305497837695,2,1,2
3.571626868237477,0.2091981742384768,-2.837409629426371,0.6665326455616171,2,1,2
-4.186548298895062,-1.4780556728303216,-0.0420208269826511,1.051773202456187,0,0,1
2.0911256410393797,0.057289198087435725,-1.927211128128711,2.637675412853489,2,1,2
-1.7263712105725095,-0.9599109370181272,-0.406475912620879,1.6594145454716307,0,0,1
2.095945699841787,-0.5589026286960072,-2.2784458747404104,1.7859212955314459,2,1,2
-1.657351519517903,-2.7592491904694256,-0.8987102895901076,0.10321951401384899,0,0,1
1.7755648311032173,0.6391540756425222,-4.47701754201698,2.6746137652826873,2,1,2
-3.2267541053189106,-1.9979565777348918,0.05944949955832085,1.2698101853602086,0,0,1
-1.4791393184615047,-2.062189131642657,0.14804310546296157,-0.21236376552835884,0,0,1
-0.7792006054480441,3.4473519968202053,1.368230579226468,-1.3908147601166998,1,2,0
1.9478551053919178,2.93468468035081,2.188557434145503,-1.4476132330056128,1,2,0
0.5955042408791111,3.475567487426675,3.2467653377750545,-1.5969305524150816,1,2,0
-3.1178463715648497,-0.9440060673643742,-0.24585291289501418,0.712499676799861,0,0,1
2.6002333028484825,-1.4888427031005589,-1.6534394386602944,1.6868296655844117,2,1,2
0.2008571011847608,2.8770299687880745,0.9191996162473837,-1.3040084931446896,1,2,0
-1.7892032792066823,-1.1893056916108287,0.6082981984145717,0.7422292642177641,0,0,1
-1.5263426237757294,-1.6683111596314149,-1.4333739996144435,0.7115880275178563,0,0,1
2.9874649118262067,-1.352330054604072,-1.617406072822851,1.0307256225889625,2,1,2
